level,metric,n,dz,t_freq,p_freq,BF10,BF01,p_TOST,equivalent_at_0p4
roi_avg,dwPLI,47,-0.0913855476551021,-0.62650775019187,0.534078902446275,0.190629393690341,5.24578073004,0.0199050110468568,1
F2P4,dwPLI,47,0.0127335780597379,0.0872970130048079,0.930814345386305,0.158928500226765,6.29213765040986,0.00542950821456277,1
roi_avg,PLV,47,-0.0922462486601832,-0.632408418996924,0.53025110155434,0.191296974507738,5.22747420639186,0.020170597002347,1
F2P4,PLV,47,0.202357475684223,1.38729295910009,0.172037503464248,0.387651630915633,2.57963573541017,0.0910223215369625,0
roi_avg,ImC,47,-0.370429732442062,-2.53953829934175,0.0145439181617393,2.79261074731894,0.358087857736727,0.420122569120639,0
F2P4,ImC,47,0.0247167486906263,0.169449491867849,0.866186090253658,0.160526570255376,6.22949832173664,0.00668958954779265,1
